AUTH_CDT,MERCH_CAT_CD,TRAN_FRAUD,ZIP_CD,ECI_IND,APPROVED_AMT,DECLINE_RES1,AUTH_CD,TSYS_PROD_CD,ADFLAG
2023-12-20,5967,N,,0,0,103,0,,decline
2023-12-20,5967,N,,0,0,103,0,,decline
2023-12-20,5967,N,,0,0,103,0,,decline
2023-12-20,5967,N,,0,0,103,0,,decline
2023-12-20,5967,N,,0,0,103,0,,decline
2023-12-20,5967,N,,0,0,103,0,,decline
2024-01-11,5967,N,,0,0,103,0,,decline
2023-12-05,5719,N,,0,0,103,0,,decline
2023-11-10,5812,N,,0,0,103,0,,decline
2023-11-13,5999,N,,0,0,103,0,,decline
2023-12-23,5999,N,,0,0,103,0,,decline
2023-11-20,8099,N,,0,0,103,0,,decline
2023-11-20,8099,N,,0,0,103,0,,decline
2023-12-28,5999,N,,0,0,103,0,,decline
2024-01-07,5999,N,,0,0,103,0,,decline
2024-01-07,5999,N,,0,0,103,0,,decline
2023-12-31,5311,N,,0,0,103,0,,decline
2023-10-31,5734,N,,0,0,103,0,,decline
2023-11-18,5999,N,,0,0,103,0,,decline
2023-11-30,5691,N,,0,0,103,0,,decline
2024-01-17,5651,N,,0,0,103,0,,decline
2024-01-17,5651,N,,0,0,103,0,,decline
2024-01-17,5651,N,,0,0,103,0,,decline
2024-01-27,9399,N,,0,0,103,0,,decline
2024-01-10,7372,N,,0,0,103,0,,decline
2024-01-25,5999,N,,0,0,103,0,,decline
2023-12-07,5999,N,,0,0,103,0,,decline
2023-11-09,5812,N,,0,0,103,0,,decline
2024-01-04,7399,N,,0,0,103,0,,decline
2024-01-04,7399,N,,0,0,103,0,,decline
2024-01-04,7399,N,,0,0,103,0,,decline
2023-11-11,5999,N,,0,0,103,0,,decline
2023-11-30,4899,N,,0,0,103,0,,decline
2023-11-30,5818,N,,0,0,103,0,,decline
2023-11-30,4899,N,,0,0,103,0,,decline
2024-01-08,7399,N,,0,0,103,0,,decline
2023-12-07,5999,N,,0,0,103,0,,decline
2023-11-19,7372,N,,0,0,103,0,,decline
2023-12-22,5815,N,,0,0,103,0,,decline
2023-12-22,5815,N,,0,0,103,0,,decline
2024-01-04,5818,N,,0,0,103,0,,decline
2024-01-07,5734,N,,0,0,103,0,,decline
2024-01-07,5734,N,,0,0,103,0,,decline
2024-01-07,4816,N,,0,0,103,0,,decline
2024-01-07,5944,N,,0,0,103,0,,decline
2024-01-07,5944,N,,0,0,103,0,,decline
2024-01-07,5818,N,,0,0,103,0,,decline
2024-01-07,5944,N,,0,0,103,0,,decline
2024-01-07,5944,N,,0,0,103,0,,decline
2024-01-07,5818,N,,0,0,103,0,,decline
2023-11-07,5661,N,,0,0,103,0,,decline
2023-11-11,8398,N,,0,0,103,0,,decline
2023-11-29,5999,N,,0,0,103,0,,decline
2023-12-11,5999,N,,0,0,103,0,,decline
2024-01-16,5999,N,,0,0,103,0,,decline
2023-11-20,5977,N,,0,0,103,0,,decline
2024-01-04,7339,N,,0,0,103,0,,decline
2023-12-31,5999,N,,0,0,103,0,,decline
2023-11-19,5999,N,,0,0,103,0,,decline
2023-11-23,5999,N,,0,0,103,0,,decline
2023-11-11,5999,N,,0,0,103,0,,decline
2023-11-16,5999,N,,0,0,103,0,,decline
2023-12-19,5816,N,,0,0,103,0,,decline
2023-11-21,5816,N,,0,0,103,0,,decline
2023-12-29,5999,N,,0,0,103,0,,decline
2023-12-30,5967,N,,0,0,103,0,,decline
2023-12-30,5967,N,,0,0,103,0,,decline
2023-12-30,5967,N,,0,0,103,0,,decline
2023-12-30,5967,N,,0,0,103,0,,decline
2024-01-30,5967,N,,0,0,103,0,,decline
2023-12-15,7399,N,,0,0,103,0,,decline
2023-11-21,5999,N,,0,0,103,0,,decline
2023-11-24,5816,N,,0,0,103,0,,decline
2023-12-14,5999,N,,0,0,103,0,,decline
2023-12-04,5999,N,,0,0,103,0,,decline
2023-10-30,5818,N,,0,0,103,0,,decline
2023-12-09,4899,N,,0,0,103,0,,decline
2024-01-20,8011,N,,0,0,103,0,,decline
2024-01-13,5999,N,,0,0,103,0,,decline
2023-11-10,4722,N,,2,0,103,0,,decline
2023-11-16,4722,N,,2,0,103,0,,decline
2023-11-24,5734,N,,0,0,103,0,,decline
2023-11-02,8398,N,,0,0,103,0,,decline
2024-01-24,5814,N,,0,0,103,0,,decline
2024-01-24,5814,N,,0,0,103,0,,decline
2023-12-06,5999,N,,0,0,103,0,,decline
2023-12-29,5999,N,,0,0,103,0,,decline
2023-12-27,5999,N,,0,0,103,0,,decline
2023-12-31,5732,N,,0,0,103,0,,decline
2024-01-04,5995,N,,0,0,103,0,,decline
2023-11-20,5499,N,,0,0,103,0,,decline
2023-11-20,5499,N,,0,0,103,0,,decline
2023-11-20,5499,N,,0,0,103,0,,decline
2023-11-20,7997,N,,0,0,103,0,,decline
2023-11-21,5970,N,,0,0,103,0,,decline
2023-11-21,7273,N,,0,0,103,0,,decline
2023-11-21,8398,N,,0,0,103,0,,decline
2023-11-22,5641,N,,0,0,103,0,,decline
2023-11-23,7311,N,,0,0,103,0,,decline
2023-11-28,5943,N,,0,0,103,0,,decline
2023-11-28,5943,N,,0,0,103,0,,decline
2023-11-30,5691,N,,0,0,103,0,,decline
2023-12-04,5816,N,,0,0,103,0,,decline
2023-12-15,7523,N,,0,0,103,0,,decline
2023-12-15,7523,N,,0,0,103,0,,decline
2023-12-16,7523,N,,0,0,103,0,,decline
2023-12-16,7523,N,,0,0,103,0,,decline
2024-01-27,9399,N,,0,0,103,0,,decline
2023-12-12,5999,N,,0,0,103,0,,decline
2023-12-25,5967,N,,0,0,103,0,,decline
2023-12-25,5967,N,,0,0,103,0,,decline
2023-12-25,5967,N,,0,0,103,0,,decline
2023-12-25,5967,N,,0,0,103,0,,decline
2023-12-25,5967,N,,0,0,103,0,,decline
2023-12-07,5734,N,,0,0,103,0,,decline
2023-12-18,5734,N,,0,0,103,0,,decline
2023-12-18,5734,N,,0,0,103,0,,decline
2023-11-21,7372,N,,0,0,103,0,,decline
2023-12-29,5812,N,,0,0,103,0,,decline
2024-01-02,5719,N,,0,0,103,0,,decline
2024-01-02,5719,N,,0,0,103,0,,decline
2024-01-02,5719,N,,0,0,103,0,,decline
2023-12-17,5735,N,,0,0,103,0,,decline
2023-12-17,5818,N,,0,0,103,0,,decline
2023-12-17,5818,N,,0,0,103,0,,decline
2023-12-17,5818,N,,0,0,103,0,,decline
2023-12-17,5818,N,,0,0,103,0,,decline
2023-12-11,5818,N,,0,0,103,0,,decline
2023-12-24,5818,N,,0,0,103,0,,decline
2024-01-23,7399,N,,0,0,103,0,,decline
2024-01-23,5818,N,,0,0,103,0,,decline
2024-01-23,5817,N,,0,0,103,0,,decline
2024-01-13,5661,N,,0,0,103,0,,decline
2023-11-24,5999,N,,0,0,103,0,,decline
2023-11-04,4814,N,,0,0,103,0,,decline
2023-11-08,5815,N,J1H4K,7,12.64,0,04377E,MW,approved
2023-11-14,5968,N,J1H4K,0,81.63,0,02682E,MW,approved
2023-11-23,5734,N,J1H4K,0,46.81,0,03584E,MW,approved
2023-11-28,5965,N,J1H4K,0,0,0,06519E,MW,decline
2023-11-28,5965,N,J1H4K,0,2.23,0,06820E,MW,approved
2023-12-04,5815,N,J1H4K,6,20.74,0,08217E,MW,approved
2023-12-08,5815,N,J1H4K,7,12.64,0,04643E,MW,approved
2023-12-12,4899,N,J1H4K,0,18.96,0,07009E,MW,approved
2023-12-14,5968,N,J1H4K,0,80.37,0,06181E,MW,approved
2023-12-16,7523,N,J1H4K,0,4.07,0,08725E,MW,approved
2023-12-16,7523,N,J1H4K,0,3.8,0,05697E,MW,approved
2023-12-16,7523,N,J1H4K,0,1.29,0,04150E,MW,approved
2023-12-23,5734,N,J1H4K,0,45.31,0,01220E,MW,approved
2024-01-02,7523,N,J1H4K,0,9.87,0,02849E,MW,approved
2024-01-02,7523,N,J1H4K,0,1.8,0,02131E,MW,approved
2024-01-08,5815,N,J1H4K,7,12.64,0,04393E,MW,approved
2024-01-12,4899,N,J1H4K,0,18.96,0,04387E,MW,approved
2024-01-15,5968,N,J1H4K,0,79.31,0,08856E,MW,approved
2024-01-23,5734,N,J1H4K,0,45.77,0,04085E,MW,approved
2023-10-31,6300,N,89434,0,39.09,0,04574E,MW,approved
2023-11-06,9399,N,89434,0,8,0,01241E,MW,approved
2023-11-06,9399,N,89434,0,20,0,04402E,MW,approved
2023-11-13,3000,N,89434,0,232.2,8997,08027E,MW,approved
2023-11-27,6300,N,89434,0,0,0,07019E,MW,decline
2023-11-30,6300,N,89434,0,239.58,8997,01243E,MW,approved
2023-12-01,7997,N,89434,0,53.24,0,09095E,MW,approved
2023-10-31,5815,N,J9J3M,7,17.23,0,05425E,MW,approved
2023-11-01,4899,N,J9J3M,7,24.13,0,04963E,MW,approved
2023-11-02,5734,N,J9J3M,7,15.99,0,07566E,MW,approved
2023-11-13,4816,N,J9J3M,0,0,0,03738E,MW,decline
2023-11-13,4816,N,J9J3M,0,8.59,0,08689E,MW,approved
2023-11-13,4816,N,J9J3M,0,31.15,0,08964E,MW,approved
2023-11-13,4816,N,J9J3M,0,6.3,0,04407E,MW,approved
2023-11-14,4814,N,J9J3M,0,194.69,0,00234E,MW,approved
2023-11-14,4816,N,J9J3M,0,22.99,0,04833E,MW,approved
2023-11-19,4899,N,J9J3M,7,137.96,0,02736E,MW,approved
2023-11-22,4816,N,J9J3M,0,119.11,8997,06986E,MW,approved
2023-11-29,5734,N,J9J3M,0,0,0,06885E,MW,decline
2023-11-29,5734,N,J9J3M,0,13.79,0,06924E,MW,approved
2023-11-29,5816,N,J9J3M,0,21.83,0,01588E,MW,approved
2023-11-30,5815,N,J9J3M,7,17.23,0,05503E,MW,approved
2023-11-30,4816,N,J9J3M,0,11.46,0,06545E,MW,approved
2023-12-01,4899,N,J9J3M,7,24.13,0,09046E,MW,approved
2023-12-02,5734,N,J9J3M,7,15.63,0,03461E,MW,approved
2023-12-03,4816,N,J9J3M,0,22.98,0,05351E,MW,approved
2023-12-03,4816,N,J9J3M,0,194,8997,05598E,MW,approved
2023-12-04,4816,N,J9J3M,0,26.43,0,06331E,MW,approved
2023-12-05,4816,N,J9J3M,0,55.18,0,06700E,MW,approved
2023-12-14,5734,N,J9J3M,7,44.83,0,05521E,MW,approved
2023-12-15,5816,N,J9J3M,0,2,0,04002E,MW,approved
2023-12-15,5732,N,J9J3M,0,0,0,07864E,MW,decline
2023-12-15,5732,N,J9J3M,2,68.97,9009,07683E,MW,approved
2023-12-18,8398,N,J9J3M,0,317,8997,04450E,MW,approved
2023-12-19,4814,N,J9J3M,0,194.69,0,05495E,MW,approved
2023-12-26,5816,N,J9J3M,0,2,0,01293E,MW,approved
2023-12-26,5732,N,J9J3M,0,0,0,07782E,MW,decline
2023-12-26,5732,N,J9J3M,2,46.67,8997,03945E,MW,approved
2023-12-26,4816,N,J9J3M,0,0,0,02840E,MW,decline
2023-12-26,5734,N,J9J3M,0,0,0,01654E,MW,decline
2023-12-26,4816,N,J9J3M,0,18.07,0,07184E,MW,approved
2023-12-29,4816,N,J9J3M,0,34.5,0,06337E,MW,approved
2023-12-30,5816,N,J9J3M,0,21.83,0,02080E,MW,approved
2023-12-31,5815,N,J9J3M,7,17.23,0,05475E,MW,approved
2024-01-01,4899,N,J9J3M,7,24.13,0,01258E,MW,approved
2024-01-02,5734,N,J9J3M,7,15.33,0,01052E,MW,approved
2024-01-04,5734,N,J9J3M,7,160.45,0,01226E,MW,approved
2024-01-07,4816,N,J9J3M,0,14.9,0,05155E,MW,approved
2024-01-13,4816,N,J9J3M,0,0,0,06135E,MW,decline
2024-01-13,5968,N,J9J3M,0,5.75,0,06478E,MW,approved
2024-01-14,4814,N,J9J3M,0,194.69,0,05822E,MW,approved
2024-01-14,5818,N,J9J3M,0,0,0,02794E,MW,decline
2024-01-14,6300,N,J9J3M,0,298.94,8997,03655E,MW,approved
2024-01-15,4816,N,J9J3M,0,60.93,0,07254E,MW,approved
2024-01-15,5734,N,J9J3M,7,44.83,0,05535E,MW,approved
2024-01-16,4816,N,J9J3M,0,52.86,0,08200E,MW,approved
2024-01-17,4816,N,J9J3M,0,24.13,0,06797E,MW,approved
2024-01-18,4816,N,J9J3M,0,26.43,0,05582E,MW,approved
2024-01-18,4816,N,J9J3M,0,26.43,0,06369E,MW,approved
2024-01-19,5816,N,J9J3M,0,40.34,0,08838E,MW,approved
2024-01-26,5734,N,J9J3M,7,366.77,9004,02494E,MW,approved
2024-01-28,4816,N,J9J3M,0,34.43,0,06796E,MW,approved
2024-01-29,4816,N,J9J3M,0,80.47,0,06734E,MW,approved
2024-01-29,5968,N,J9J3M,0,6.89,0,09371E,MW,approved
2024-01-30,5816,N,J9J3M,0,21.83,0,02083E,MW,approved
2024-01-31,5815,N,J9J3M,7,17.23,0,05584E,MW,approved
2023-11-05,5814,N,M2N7B,6,15,0,06075E,MW,approved
2023-11-12,4111,N,M2N7B,0,20,0,05722E,MW,approved
2023-11-14,5734,N,M2N7B,0,2,0,01712E,MW,approved
2023-11-14,5999,N,M2N7B,0,154.13,8997,03971E,MW,approved
2023-11-17,5734,N,M2N7B,0,2,0,02088E,MW,approved
2023-11-17,5734,N,M2N7B,0,2,0,02981E,MW,approved
2023-11-17,5499,N,M2N7B,2,119.84,9007,06721E,MW,approved
2023-11-21,4814,N,M2N7B,0,45.2,0,00303E,MW,approved
2023-11-23,5814,N,M2N7B,6,15,0,06595E,MW,approved
2023-11-24,5977,N,M2N7B,6,49.72,0,00957E,MW,approved
2023-11-24,5734,N,M2N7B,0,11.29,0,01272E,MW,approved
2023-11-25,5816,N,M2N7B,0,0,0,06486E,MW,decline
2023-11-25,5816,N,M2N7B,0,0,0,07124E,MW,decline
2023-11-25,5814,N,M2N7B,0,11.93,0,07585E,MW,approved
2023-11-27,5732,N,M2N7B,0,158.15,9004,04290E,MW,approved
2023-11-29,4816,N,M2N7B,0,0,0,09170E,MW,decline
2023-11-29,4816,N,M2N7B,6,12.42,0,09297E,MW,approved
2023-12-03,5977,N,M2N7B,0,0,0,02427E,MW,decline
2023-12-03,5977,N,M2N7B,0,224.64,0,00813E,MW,approved
2023-12-09,5661,N,M2N7B,0,117.51,9004,00020E,MW,approved
2023-12-10,5734,N,M2N7B,0,0,0,07498E,MW,decline
2023-12-10,5814,N,M2N7B,0,12.27,0,08006E,MW,approved
2023-12-16,5499,N,M2N7B,6,152.08,0,02332E,MW,approved
2023-12-17,4111,N,M2N7B,0,20,0,00799E,MW,approved
2023-12-21,4814,N,M2N7B,0,45.2,0,07508E,MW,approved
2023-12-24,5734,N,M2N7B,0,2,0,06751E,MW,approved
2023-12-24,5734,N,M2N7B,0,11.29,0,01273E,MW,approved
2024-01-13,5814,N,M2N7B,6,15,0,00136E,MW,approved
2024-01-21,4814,N,M2N7B,0,45.2,0,08798E,MW,approved
2024-01-24,5734,N,M2N7B,0,11.29,0,01266E,MW,approved
2023-12-08,4816,N,J2K0L,0,0,0,07318E,MW,decline
2023-12-25,4812,N,J2K0L,0,0,0,08750E,MW,decline
2023-12-25,4812,N,J2K0L,0,0,0,05414E,MW,decline
2023-12-25,4814,N,J2K0L,0,17.25,0,08952E,MW,approved
2023-12-25,4814,N,J2K0L,0,17.25,0,09061E,MW,approved
2023-11-01,4814,N,V9S5T,0,39.2,0,03082E,MW,approved
2023-11-24,7399,N,V9S5T,0,0,0,01263E,MW,decline
2023-12-02,4814,N,V9S5T,0,39.2,0,09146E,MW,approved
2023-11-25,4816,N,H7L5Z,6,45.58,86,06559E,MW,approved
2023-11-28,4816,N,H7L5Z,6,68.91,86,09151E,MW,approved
2023-12-06,4816,N,H7L5Z,6,80.47,0,01617E,MW,approved
2023-12-06,4816,N,H7L5Z,6,17.23,0,04758E,MW,approved
2023-10-30,7393,N,T5M0B,0,49.67,0,01481E,MW,approved
2023-10-31,7349,N,T5M0B,7,113.4,0,06313E,MW,approved
2023-11-02,5499,N,T5M0B,7,82.99,0,04698E,MW,approved
2023-11-03,7221,N,T5M0B,0,31.5,0,09281E,MW,approved
2023-11-03,5200,N,T5M0B,0,0,0,04770E,MW,decline
2023-11-03,5200,N,T5M0B,0,23.25,0,00036E,MW,approved
2023-11-08,7399,N,T5M0B,0,6.14,0,04800E,MW,approved
2023-11-08,4900,N,T5M0B,0,350.8,0,05206E,MW,approved
2023-11-08,7221,N,T5M0B,0,15.99,0,00014E,MW,approved
2023-11-09,4816,N,T5M0B,0,59.8,0,08266E,MW,approved
2023-11-10,5200,N,T5M0B,0,0,0,08680E,MW,decline
2023-11-10,5200,N,T5M0B,0,10.45,0,09884E,MW,approved
2023-11-12,4816,N,T5M0B,6,14.69,0,09675E,MW,approved
2023-11-13,4816,N,T5M0B,6,56.69,0,08085E,MW,approved
2023-11-14,7349,N,T5M0B,7,129.15,0,07195E,MW,approved
2023-11-15,5816,N,T5M0B,0,61.39,0,01793E,MW,approved
2023-11-15,7922,N,T5M0B,0,100,8997,03559E,MW,approved
2023-11-16,5499,N,T5M0B,7,82.99,0,00771E,MW,approved
2023-11-21,4816,N,T5M0B,6,20.99,0,05644E,MW,approved
2023-11-23,5499,N,T5M0B,7,82.99,0,03301E,MW,approved
2023-11-26,4899,N,T5M0B,7,17.31,0,08767E,MW,approved
2023-11-27,7372,N,T5M0B,2,0,0,02643E,MW,decline
2023-11-27,7372,N,T5M0B,0,163.57,0,02716E,MW,approved
2023-11-28,7349,N,T5M0B,7,113.4,0,06254E,MW,approved
2023-11-29,7393,N,T5M0B,0,49.67,0,07324E,MW,approved
2023-11-30,5499,N,T5M0B,7,82.99,0,09224E,MW,approved
2023-12-03,4816,N,T5M0B,6,20.99,0,03151E,MW,approved
2023-12-03,4816,N,T5M0B,6,10.49,0,06561E,MW,approved
2023-12-04,4816,N,T5M0B,6,39.01,0,09521E,MW,approved
2023-12-04,5942,N,T5M0B,0,0,0,06772E,MW,decline
2023-12-04,5942,N,T5M0B,0,20.46,0,08274E,MW,approved
2023-12-07,5499,N,T5M0B,7,82.99,0,01327E,MW,approved
2023-12-08,7399,N,T5M0B,0,5.6,0,05026E,MW,approved
2023-12-08,4900,N,T5M0B,0,319.83,0,05555E,MW,approved
2023-12-12,4816,N,T5M0B,0,0,0,00644E,MW,decline
2023-12-12,4816,N,T5M0B,6,50,0,04384E,MW,approved
2023-12-12,4816,N,T5M0B,6,7.86,0,06967E,MW,approved
2023-12-13,4816,N,T5M0B,6,32.51,0,09801E,MW,approved
2023-12-14,5499,N,T5M0B,7,82.99,0,01530E,MW,approved
2023-12-14,4816,N,T5M0B,6,62.5,0,09259E,MW,approved
2023-12-14,7349,N,T5M0B,7,144.9,0,07192E,MW,approved
2023-12-18,4900,N,T5M0B,0,121.01,0,01641E,MW,approved
2023-12-18,4816,N,T5M0B,6,36.54,0,06868E,MW,approved
2023-12-20,4816,N,T5M0B,6,12.59,0,04482E,MW,approved
2023-12-22,5816,N,T5M0B,0,16.79,0,00510E,MW,approved
2023-12-26,4899,N,T5M0B,0,17.31,0,01235E,MW,approved
2023-12-28,5499,N,T5M0B,7,82.99,0,04122E,MW,approved
2023-12-28,7372,N,T5M0B,0,1,0,05014E,MW,approved
2023-12-28,7349,N,T5M0B,7,89.78,0,04283E,MW,approved
2024-01-03,7393,N,T5M0B,0,49.67,0,03776E,MW,approved
2024-01-04,5499,N,T5M0B,7,82.99,0,03063E,MW,approved
2024-01-04,9399,N,T5M0B,0,4.38,0,02475E,MW,approved
2024-01-05,4816,N,T5M0B,6,62.99,0,05130E,MW,approved
2024-01-05,4816,N,T5M0B,6,15.74,0,09416E,MW,approved
2024-01-08,7399,N,T5M0B,0,5.9,0,04880E,MW,approved
2024-01-08,4900,N,T5M0B,0,337.1,0,05364E,MW,approved
2024-01-08,7032,N,T5M0B,0,127.25,8997,07067E,MW,approved
2024-01-09,4816,N,T5M0B,6,16.74,0,03703E,MW,approved
2024-01-09,4816,N,T5M0B,6,29.56,0,09379E,MW,approved
2024-01-09,7349,N,T5M0B,7,121.28,0,04158E,MW,approved
2024-01-10,5300,N,T5M0B,0,31.49,0,01582E,MW,approved
2024-01-11,5499,N,T5M0B,7,82.99,0,07395E,MW,approved
2024-01-15,4900,N,T5M0B,0,136.35,0,05738E,MW,approved
2024-01-16,5814,N,T5M0B,0,20.03,0,02772E,MW,approved
2024-01-17,3366,N,T5M0B,0,0,0,04652E,MW,decline
2024-01-17,3366,N,T5M0B,0,728.42,8997,04693E,MW,approved
2024-01-17,5999,N,T5M0B,0,73.47,0,09732E,MW,approved
2024-01-18,5499,N,T5M0B,7,82.99,0,03466E,MW,approved
2024-01-20,4816,N,T5M0B,6,33.16,0,09152E,MW,approved
2024-01-23,7349,N,T5M0B,7,121.28,0,01206E,MW,approved
2024-01-25,5499,N,T5M0B,7,82.99,0,09226E,MW,approved
2024-01-26,4899,N,T5M0B,7,17.31,0,09158E,MW,approved
2024-01-29,7393,N,T5M0B,0,49.67,0,02749E,MW,approved
2024-01-31,4816,N,T5M0B,0,0,0,03214E,MW,decline
2024-01-31,4816,N,T5M0B,6,1.95,0,06192E,MW,approved
2023-11-02,4814,N,V9R4G,6,19.04,0,03342E,MW,approved
2023-11-22,4812,N,V9R4G,6,198.32,0,02521E,MW,approved
2023-12-02,4814,N,V9R4G,6,19.04,0,00181E,MW,approved
2023-12-11,5732,N,V9R4G,6,199.99,0,07124E,MW,approved
2023-12-12,4816,N,V9R4G,0,0,0,05076E,MW,decline
2023-12-12,4816,N,V9R4G,6,16.99,0,01300E,MW,approved
2023-12-18,4814,N,V9R4G,0,0,0,04274E,MW,decline
2024-01-02,4814,N,V9R4G,6,19.04,0,02162E,MW,approved
2024-01-14,5912,N,V9R4G,0,8.43,0,05053E,MW,approved
2024-01-26,8398,N,V9R4G,6,36,0,06160E,MW,approved
2023-10-31,4816,N,L3X3B,6,171.27,8997,07057E,MW,approved
2023-11-03,5812,N,L3X3B,6,20.32,0,03501E,MW,approved
2023-11-10,5814,N,L3X3B,0,25,0,05287E,MW,approved
2023-12-16,4816,N,L3X3B,0,0,0,08341E,MW,decline
2023-12-16,4816,N,L3X3B,6,19.09,0,06877E,MW,approved
2023-12-17,4816,N,L3X3B,6,31.63,0,03710E,MW,approved
2023-12-22,5814,N,L3X3B,0,10,0,01490E,MW,approved
2024-01-10,5812,N,L3X3B,6,26.3,0,00117E,MW,approved
2024-01-16,9399,N,L3X3B,0,90,0,06706E,MW,approved
2024-01-22,7523,N,L3X3B,0,5.5,0,00416E,MW,approved
2024-01-29,7523,N,L3X3B,0,3.75,0,06244E,MW,approved
2023-11-04,5734,N,L7A4M,0,0,48,0,MW,decline
2023-11-04,5734,N,L7A4M,0,0,48,0,MW,decline
2023-11-05,5734,N,L7A4M,0,0,48,0,MW,decline
2023-11-05,5817,N,L7A4M,0,0,48,0,MW,decline
2023-11-06,5734,N,L7A4M,0,0,48,0,MW,decline
2023-11-06,5734,N,L7A4M,0,0,48,0,MW,decline
2023-11-07,5734,N,L7A4M,0,0,48,0,MW,decline
2023-11-14,4812,N,L7A4M,0,151.52,0,09767E,MW,approved
2023-11-16,5814,N,L7A4M,7,5,0,02555E,MW,approved
2023-12-05,4816,N,L7A4M,6,23.61,0,01253E,MW,approved
2023-12-08,5814,N,L7A4M,2,11.29,8997,06182E,MW,approved
2023-12-14,4812,N,L7A4M,0,151.51,0,04228E,MW,approved
2023-12-15,5814,N,L7A4M,2,20.03,8997,08904E,MW,approved
2023-12-15,5814,N,L7A4M,6,0,,08904E,MW,decline
2023-12-15,5814,N,L7A4M,7,25,0,06133E,MW,approved
2023-12-15,5812,N,L7A4M,2,55.46,8997,08952E,MW,approved
2023-12-19,5814,N,L7A4M,7,10,0,05033E,MW,approved
2023-12-29,5814,N,L7A4M,2,44.91,8997,03165E,MW,approved
2023-12-31,4816,N,L7A4M,0,0,0,00834E,MW,decline
2023-12-31,4816,N,L7A4M,6,0,48,0,MW,decline
2023-12-31,4816,N,L7A4M,6,17.96,0,03113E,MW,approved
2024-01-13,4812,N,L7A4M,0,151.52,0,03852E,MW,approved
2024-01-26,5814,N,L7A4M,2,41.3,8997,02421E,MW,approved
2024-01-27,5814,N,L7A4M,2,0,48,0,MW,decline
2024-01-31,4816,N,L7A4M,6,18.21,0,08450E,MW,approved
2023-11-18,4899,N,L7C1R,7,18.63,0,00348E,MW,approved
2023-11-23,8999,N,L7C1R,0,0,0,06807E,MW,decline
2023-11-23,8999,N,L7C1R,0,0,124,0,MW,decline
2023-11-23,8999,N,L7C1R,0,0,207,0,MW,decline
2023-11-23,8999,N,L7C1R,2,0,207,0,MW,decline
2023-11-23,8999,N,L7C1R,2,0,124,0,MW,decline
2023-11-23,8999,N,L7C1R,0,0,124,0,MW,decline
2023-11-23,8999,N,L7C1R,0,0,207,0,MW,decline
2023-11-23,8999,N,L7C1R,2,0,124,0,MW,decline
2023-11-23,8999,N,L7C1R,2,0,207,0,MW,decline
2023-11-26,5621,N,L7C1R,6,84.02,0,07217E,MW,approved
2023-11-28,5812,N,L7C1R,6,65.33,0,00822E,MW,approved
2023-11-28,5812,N,L7C1R,7,5,0,00758E,MW,approved
2023-11-29,4812,N,L7C1R,0,0,0,09944E,MW,decline
2023-11-29,4812,N,L7C1R,6,20,0,00665E,MW,approved
2023-12-18,4899,N,L7C1R,7,18.63,0,05140E,MW,approved
2023-12-22,5812,N,L7C1R,6,29.13,0,05477E,MW,approved
2023-12-23,5812,N,L7C1R,6,1,0,06601E,MW,approved
2024-01-04,5641,N,L7C1R,6,41.99,0,09104E,MW,approved
2024-01-18,4899,N,L7C1R,7,18.63,0,04026E,MW,approved
2023-11-01,3009,N,V6A4G,0,238.77,8997,08323E,MW,approved
2023-11-04,6300,N,V6A4G,0,37.92,0,06342E,MW,approved
2023-11-04,5818,N,V6A4G,0,10.49,8997,06063E,MW,approved
2023-11-04,4722,N,V6A4G,0,732.9,8997,09331E,MW,approved
2023-11-04,4812,N,V6A4G,0,0,0,05427E,MW,decline
2023-11-04,6300,N,V6A4G,0,0,0,03125E,MW,decline
2023-11-15,4812,N,V6A4G,0,128.8,8997,05348E,MW,approved
2023-11-20,4789,N,V6A4G,0,14.94,0,04652E,MW,approved
2023-11-20,7512,N,V6A4G,0,1,0,01408E,MW,approved
2023-11-20,7512,N,V6A4G,0,0,0,05243E,MW,decline
2023-11-24,5499,N,V6A4G,0,106.65,9004,02138E,MW,approved
2023-11-24,5719,N,V6A4G,0,141.84,9004,00982E,MW,approved
2023-11-24,4816,N,V6A4G,0,0,0,08205E,MW,decline
2023-11-24,4816,N,V6A4G,0,0,0,03165E,MW,decline
2023-11-24,4816,N,V6A4G,6,94.07,0,07656E,MW,approved
2023-11-26,5941,N,V6A4G,0,147.88,9004,00375E,MW,approved
2023-11-26,4816,N,V6A4G,6,49.18,0,01023E,MW,approved
2023-12-02,6300,N,V6A4G,0,43.64,0,02253E,MW,approved
2023-12-02,7999,N,V6A4G,0,1399.78,8997,06715E,MW,approved
2023-12-04,5818,N,V6A4G,0,10.49,9004,09107E,MW,approved
2023-12-04,6300,N,V6A4G,0,182,8997,08041E,MW,approved
2023-12-10,4789,N,V6A4G,0,12.63,0,05753E,MW,approved
2023-12-12,5621,N,V6A4G,0,67.15,0,05206E,MW,approved
2023-12-12,8699,N,V6A4G,0,750,8997,09755E,MW,approved
2023-12-15,4789,N,V6A4G,0,12.63,0,02779E,MW,approved
2023-12-16,4789,N,V6A4G,0,11.47,0,08693E,MW,approved
2023-12-25,4121,N,V6A4G,0,0,0,08373E,MW,decline
2024-01-01,7991,N,V6A4G,0,145.95,8997,00107E,MW,approved
2024-01-02,6300,N,V6A4G,0,43.64,0,05720E,MW,approved
